2025-07-16 20:06:40 | ETH/USDT | Signal: buy | Price: 3291.68 | RSI: 3291.68
2025-07-24 20:20:20 | BTC/USDT | Signal: buy | Price: 118872.10 | RSI: 53.99 | Confidence: 0.75
2025-07-24 20:20:24 | ETH/USDT | Signal: buy | Price: 3709.61 | RSI: 53.64 | Confidence: 0.75
2025-07-24 20:21:19 | BTC/USDT | Signal: buy | Price: 118870.60 | RSI: 53.93 | Confidence: 0.75
2025-07-24 20:21:24 | ETH/USDT | Signal: buy | Price: 3710.97 | RSI: 54.25 | Confidence: 0.75
2025-07-24 20:22:27 | BTC/USDT | Signal: buy | Price: 118915.00 | RSI: 55.38 | Confidence: 0.75
2025-07-24 20:22:31 | ETH/USDT | Signal: buy | Price: 3712.28 | RSI: 54.80 | Confidence: 0.75
2025-07-24 20:23:38 | BTC/USDT | Signal: buy | Price: 118975.30 | RSI: 57.20 | Confidence: 0.75
2025-07-24 20:23:42 | ETH/USDT | Signal: buy | Price: 3714.87 | RSI: 55.85 | Confidence: 0.75
2025-07-24 20:24:47 | BTC/USDT | Signal: buy | Price: 119104.90 | RSI: 60.65 | Confidence: 0.75
2025-07-24 20:24:53 | ETH/USDT | Signal: buy | Price: 3719.28 | RSI: 57.52 | Confidence: 0.75
2025-07-24 20:25:55 | BTC/USDT | Signal: buy | Price: 119124.90 | RSI: 61.15 | Confidence: 0.75
2025-07-24 20:25:59 | ETH/USDT | Signal: buy | Price: 3715.77 | RSI: 55.82 | Confidence: 0.75
2025-07-24 20:27:08 | BTC/USDT | Signal: buy | Price: 119123.20 | RSI: 61.11 | Confidence: 0.75
2025-07-24 20:27:20 | ETH/USDT | Signal: buy | Price: 3714.38 | RSI: 55.12 | Confidence: 0.75
2025-07-24 20:28:33 | BTC/USDT | Signal: buy | Price: 119124.50 | RSI: 61.14 | Confidence: 0.75
2025-07-24 20:28:36 | ETH/USDT | Signal: buy | Price: 3715.72 | RSI: 55.79 | Confidence: 0.75
2025-07-24 20:29:33 | BTC/USDT | Signal: buy | Price: 119051.00 | RSI: 58.45 | Confidence: 0.75
2025-07-24 20:29:40 | ETH/USDT | Signal: buy | Price: 3712.70 | RSI: 54.30 | Confidence: 0.75
2025-07-24 20:30:51 | BTC/USDT | Signal: buy | Price: 119081.00 | RSI: 59.02 | Confidence: 0.75
2025-07-24 20:31:00 | ETH/USDT | Signal: buy | Price: 3712.71 | RSI: 54.13 | Confidence: 0.75
2025-07-24 20:31:59 | BTC/USDT | Signal: buy | Price: 119108.70 | RSI: 59.75 | Confidence: 0.75
2025-07-24 20:32:13 | ETH/USDT | Signal: buy | Price: 3718.41 | RSI: 56.33 | Confidence: 0.75
2025-07-24 20:33:16 | BTC/USDT | Signal: buy | Price: 119106.00 | RSI: 59.68 | Confidence: 0.75
2025-07-24 20:33:20 | ETH/USDT | Signal: buy | Price: 3719.80 | RSI: 56.84 | Confidence: 0.75
2025-07-24 20:34:21 | BTC/USDT | Signal: buy | Price: 119130.90 | RSI: 60.31 | Confidence: 0.75
2025-07-24 20:34:24 | ETH/USDT | Signal: buy | Price: 3719.40 | RSI: 56.69 | Confidence: 0.75
2025-07-24 20:35:16 | BTC/USDT | Signal: buy | Price: 119093.10 | RSI: 59.34 | Confidence: 0.75
2025-07-24 20:35:19 | ETH/USDT | Signal: buy | Price: 3718.86 | RSI: 56.51 | Confidence: 0.75
2025-07-24 20:36:16 | BTC/USDT | Signal: buy | Price: 119105.00 | RSI: 59.68 | Confidence: 0.75
2025-07-24 20:36:19 | ETH/USDT | Signal: buy | Price: 3718.12 | RSI: 56.18 | Confidence: 0.75
2025-07-24 20:37:11 | BTC/USDT | Signal: buy | Price: 119124.80 | RSI: 60.22 | Confidence: 0.75
2025-07-24 20:37:16 | ETH/USDT | Signal: buy | Price: 3720.15 | RSI: 57.01 | Confidence: 0.75
2025-07-24 20:38:09 | BTC/USDT | Signal: buy | Price: 119112.70 | RSI: 59.89 | Confidence: 0.75
2025-07-24 20:38:13 | ETH/USDT | Signal: buy | Price: 3721.21 | RSI: 57.41 | Confidence: 0.75
2025-07-24 20:39:08 | BTC/USDT | Signal: buy | Price: 119161.10 | RSI: 61.18 | Confidence: 0.75
2025-07-24 20:39:12 | ETH/USDT | Signal: buy | Price: 3722.73 | RSI: 57.98 | Confidence: 0.75
2025-07-24 20:40:09 | BTC/USDT | Signal: buy | Price: 119183.50 | RSI: 61.75 | Confidence: 0.75
2025-07-24 20:40:12 | ETH/USDT | Signal: buy | Price: 3726.26 | RSI: 59.07 | Confidence: 0.75
2025-07-24 20:41:05 | BTC/USDT | Signal: buy | Price: 119189.70 | RSI: 61.91 | Confidence: 0.75
2025-07-24 20:41:07 | ETH/USDT | Signal: buy | Price: 3723.54 | RSI: 57.66 | Confidence: 0.75
2025-07-24 20:42:00 | BTC/USDT | Signal: buy | Price: 119194.90 | RSI: 62.05 | Confidence: 0.75
2025-07-24 20:42:04 | ETH/USDT | Signal: buy | Price: 3723.42 | RSI: 57.60 | Confidence: 0.75
2025-07-24 20:43:17 | BTC/USDT | Signal: buy | Price: 119203.40 | RSI: 62.28 | Confidence: 0.75
2025-07-24 20:43:22 | ETH/USDT | Signal: buy | Price: 3724.33 | RSI: 58.06 | Confidence: 0.75
2025-07-24 20:44:40 | BTC/USDT | Signal: buy | Price: 119181.60 | RSI: 61.67 | Confidence: 0.75
2025-07-24 20:44:43 | ETH/USDT | Signal: buy | Price: 3727.59 | RSI: 59.70 | Confidence: 0.75
2025-07-24 20:45:35 | BTC/USDT | Signal: buy | Price: 119193.90 | RSI: 62.04 | Confidence: 0.75
2025-07-24 20:45:38 | ETH/USDT | Signal: buy | Price: 3727.08 | RSI: 59.31 | Confidence: 0.75
2025-07-24 20:46:30 | BTC/USDT | Signal: buy | Price: 119212.00 | RSI: 62.55 | Confidence: 0.75
2025-07-24 20:46:33 | ETH/USDT | Signal: buy | Price: 3729.05 | RSI: 60.25 | Confidence: 0.75
2025-07-24 20:47:26 | BTC/USDT | Signal: buy | Price: 119213.40 | RSI: 62.59 | Confidence: 0.75
2025-07-24 20:47:29 | ETH/USDT | Signal: buy | Price: 3728.26 | RSI: 59.95 | Confidence: 0.75
2025-07-24 20:48:21 | BTC/USDT | Signal: buy | Price: 119205.80 | RSI: 62.38 | Confidence: 0.75
2025-07-24 20:48:25 | ETH/USDT | Signal: buy | Price: 3730.06 | RSI: 60.63 | Confidence: 0.75
2025-07-24 20:49:15 | BTC/USDT | Signal: buy | Price: 119221.00 | RSI: 62.80 | Confidence: 0.75
2025-07-24 20:49:18 | ETH/USDT | Signal: buy | Price: 3731.10 | RSI: 61.02 | Confidence: 0.75
2025-07-24 20:50:09 | BTC/USDT | Signal: buy | Price: 119221.00 | RSI: 62.80 | Confidence: 0.75
2025-07-24 20:50:12 | ETH/USDT | Signal: buy | Price: 3729.86 | RSI: 60.48 | Confidence: 0.75
2025-07-24 20:51:03 | BTC/USDT | Signal: buy | Price: 119201.40 | RSI: 61.84 | Confidence: 0.75
2025-07-24 20:51:06 | ETH/USDT | Signal: buy | Price: 3729.34 | RSI: 60.16 | Confidence: 0.75
2025-07-24 20:51:59 | BTC/USDT | Signal: buy | Price: 119214.10 | RSI: 62.46 | Confidence: 0.75
2025-07-24 20:52:02 | ETH/USDT | Signal: buy | Price: 3728.12 | RSI: 59.43 | Confidence: 0.75
2025-07-25 22:37:49 | ADA/USDT | Signal: sell | Price: 0.80 | RSI: 62.26 | Confidence: 0.75
2025-07-25 22:38:00 | BNB/USDT | Signal: buy | Price: 776.09 | RSI: 56.42 | Confidence: 0.75
2025-07-25 22:38:43 | ADA/USDT | Signal: sell | Price: 0.80 | RSI: 62.65 | Confidence: 0.75
2025-07-25 22:38:54 | BNB/USDT | Signal: buy | Price: 776.20 | RSI: 57.06 | Confidence: 0.75
2025-07-27 08:50:42 | ETH/USDT | Signal: buy | Price: 3784.38 | RSI: 49.18 | Confidence: 0.75
2025-07-27 08:50:44 | XMR/USDT | Signal: buy | Price: 326.26 | RSI: 71.18 | Confidence: 0.75
2025-07-27 08:50:47 | LTC/USDT | Signal: buy | Price: 114.89 | RSI: 49.78 | Confidence: 0.75
2025-07-27 08:51:19 | INJ/USDT | Signal: buy | Price: 15.29 | RSI: 64.15 | Confidence: 0.75
2025-07-27 08:51:53 | ETH/USDT | Signal: buy | Price: 3787.14 | RSI: 51.47 | Confidence: 0.75
2025-07-27 08:51:56 | XMR/USDT | Signal: buy | Price: 326.59 | RSI: 73.38 | Confidence: 0.75
2025-07-27 08:51:59 | LTC/USDT | Signal: buy | Price: 114.94 | RSI: 51.49 | Confidence: 0.75
2025-07-27 08:52:09 | ALGO/USDT | Signal: buy | Price: 0.29 | RSI: 73.24 | Confidence: 0.75
2025-07-27 08:52:17 | INJ/USDT | Signal: buy | Price: 15.29 | RSI: 64.35 | Confidence: 0.75
2025-07-27 08:52:51 | ETH/USDT | Signal: buy | Price: 3786.29 | RSI: 50.79 | Confidence: 0.75
2025-07-27 08:52:54 | XMR/USDT | Signal: buy | Price: 326.39 | RSI: 72.09 | Confidence: 0.75
2025-07-27 08:53:05 | ALGO/USDT | Signal: buy | Price: 0.29 | RSI: 73.89 | Confidence: 0.75
2025-07-27 08:53:14 | INJ/USDT | Signal: buy | Price: 15.28 | RSI: 62.15 | Confidence: 0.75
2025-07-27 08:53:48 | ETH/USDT | Signal: buy | Price: 3788.62 | RSI: 52.62 | Confidence: 0.75
2025-07-27 08:53:51 | XMR/USDT | Signal: buy | Price: 326.40 | RSI: 72.16 | Confidence: 0.75
2025-07-27 08:53:54 | LTC/USDT | Signal: buy | Price: 114.84 | RSI: 48.41 | Confidence: 0.75
2025-07-27 08:54:12 | ALGO/USDT | Signal: buy | Price: 0.29 | RSI: 73.46 | Confidence: 0.75
2025-07-27 08:54:20 | INJ/USDT | Signal: buy | Price: 15.29 | RSI: 63.74 | Confidence: 0.75
2025-07-27 08:54:54 | ETH/USDT | Signal: buy | Price: 3788.83 | RSI: 52.77 | Confidence: 0.75
2025-07-27 08:54:59 | XMR/USDT | Signal: buy | Price: 326.77 | RSI: 74.44 | Confidence: 0.75
2025-07-27 08:55:04 | LTC/USDT | Signal: buy | Price: 114.89 | RSI: 49.81 | Confidence: 0.75
2025-07-27 08:55:20 | ALGO/USDT | Signal: buy | Price: 0.29 | RSI: 71.85 | Confidence: 0.75
2025-07-27 08:55:31 | INJ/USDT | Signal: buy | Price: 15.30 | RSI: 64.68 | Confidence: 0.75
2025-07-27 08:56:08 | ETH/USDT | Signal: buy | Price: 3788.84 | RSI: 52.78 | Confidence: 0.75
2025-07-27 08:56:12 | XMR/USDT | Signal: buy | Price: 326.44 | RSI: 68.83 | Confidence: 0.75
2025-07-27 08:56:15 | LTC/USDT | Signal: buy | Price: 114.84 | RSI: 48.21 | Confidence: 0.75
2025-07-27 08:56:29 | ALGO/USDT | Signal: buy | Price: 0.29 | RSI: 69.00 | Confidence: 0.75
2025-07-27 08:56:40 | INJ/USDT | Signal: buy | Price: 15.31 | RSI: 66.88 | Confidence: 0.75
2025-07-27 08:57:39 | ETH/USDT | Signal: buy | Price: 3791.80 | RSI: 55.06 | Confidence: 0.75
2025-07-27 08:57:42 | XMR/USDT | Signal: buy | Price: 326.32 | RSI: 67.06 | Confidence: 0.75
2025-07-27 08:57:45 | LTC/USDT | Signal: buy | Price: 114.83 | RSI: 47.90 | Confidence: 0.75
2025-07-27 08:57:55 | ALGO/USDT | Signal: buy | Price: 0.29 | RSI: 71.85 | Confidence: 0.75
2025-07-27 08:58:02 | BNB/USDT | Signal: buy | Price: 796.55 | RSI: 56.35 | Confidence: 0.75
2025-07-27 08:58:05 | INJ/USDT | Signal: buy | Price: 15.29 | RSI: 63.83 | Confidence: 0.75
2025-07-27 08:59:52 | ETH/USDT | Signal: buy | Price: 3791.72 | RSI: 55.00 | Confidence: 0.75
2025-07-27 08:59:56 | XMR/USDT | Signal: buy | Price: 326.55 | RSI: 70.53 | Confidence: 0.75
2025-07-27 08:59:59 | LTC/USDT | Signal: buy | Price: 114.95 | RSI: 51.89 | Confidence: 0.75
2025-07-27 09:00:11 | ALGO/USDT | Signal: buy | Price: 0.29 | RSI: 67.88 | Confidence: 0.75
2025-07-27 09:00:19 | BNB/USDT | Signal: buy | Price: 796.80 | RSI: 57.04 | Confidence: 0.75
2025-07-27 09:00:22 | INJ/USDT | Signal: buy | Price: 15.27 | RSI: 58.30 | Confidence: 0.75
2025-07-27 09:02:08 | ETH/USDT | Signal: buy | Price: 3786.04 | RSI: 50.05 | Confidence: 0.75
2025-07-27 09:02:12 | XMR/USDT | Signal: buy | Price: 326.43 | RSI: 68.65 | Confidence: 0.75
2025-07-27 09:02:15 | LTC/USDT | Signal: buy | Price: 114.82 | RSI: 47.48 | Confidence: 0.75
2025-07-27 09:02:28 | ALGO/USDT | Signal: buy | Price: 0.29 | RSI: 69.49 | Confidence: 0.75
2025-07-27 09:02:35 | BNB/USDT | Signal: buy | Price: 796.77 | RSI: 56.85 | Confidence: 0.75
2025-07-27 09:02:39 | INJ/USDT | Signal: buy | Price: 15.26 | RSI: 57.02 | Confidence: 0.75
2025-07-27 09:04:26 | ETH/USDT | Signal: buy | Price: 3788.72 | RSI: 52.35 | Confidence: 0.75
2025-07-27 09:04:29 | XMR/USDT | Signal: buy | Price: 326.55 | RSI: 69.70 | Confidence: 0.75
2025-07-27 09:04:32 | LTC/USDT | Signal: buy | Price: 114.81 | RSI: 47.42 | Confidence: 0.75
2025-07-27 09:04:47 | ALGO/USDT | Signal: buy | Price: 0.29 | RSI: 69.98 | Confidence: 0.75
2025-07-27 09:04:56 | BNB/USDT | Signal: buy | Price: 795.88 | RSI: 51.14 | Confidence: 0.75
2025-07-27 09:05:04 | INJ/USDT | Signal: buy | Price: 15.35 | RSI: 68.03 | Confidence: 0.75
2025-07-27 09:06:51 | ETH/USDT | Signal: buy | Price: 3783.62 | RSI: 47.82 | Confidence: 0.75
2025-07-27 09:06:55 | XMR/USDT | Signal: buy | Price: 326.33 | RSI: 65.67 | Confidence: 0.75
2025-07-27 09:07:11 | ALGO/USDT | Signal: buy | Price: 0.29 | RSI: 67.57 | Confidence: 0.75
2025-07-27 09:07:19 | BNB/USDT | Signal: buy | Price: 796.12 | RSI: 52.51 | Confidence: 0.75
2025-07-27 09:07:23 | INJ/USDT | Signal: buy | Price: 15.30 | RSI: 60.22 | Confidence: 0.75
2025-07-27 09:09:11 | ETH/USDT | Signal: buy | Price: 3783.00 | RSI: 47.32 | Confidence: 0.75
2025-07-27 09:09:14 | XMR/USDT | Signal: buy | Price: 326.39 | RSI: 66.60 | Confidence: 0.75
2025-07-27 09:09:40 | BNB/USDT | Signal: buy | Price: 796.75 | RSI: 55.81 | Confidence: 0.75
2025-07-27 09:09:43 | INJ/USDT | Signal: buy | Price: 15.27 | RSI: 55.57 | Confidence: 0.75
2025-07-27 09:11:30 | ETH/USDT | Signal: buy | Price: 3776.78 | RSI: 42.63 | Confidence: 0.75
2025-07-27 09:11:34 | XMR/USDT | Signal: buy | Price: 325.80 | RSI: 58.39 | Confidence: 0.75
2025-07-27 09:11:59 | BNB/USDT | Signal: buy | Price: 796.61 | RSI: 54.91 | Confidence: 0.75
2025-07-27 09:12:03 | INJ/USDT | Signal: buy | Price: 15.26 | RSI: 54.36 | Confidence: 0.75
2025-07-27 09:13:49 | ETH/USDT | Signal: buy | Price: 3778.09 | RSI: 43.55 | Confidence: 0.75
2025-07-27 09:13:52 | XMR/USDT | Signal: buy | Price: 325.73 | RSI: 57.50 | Confidence: 0.75
2025-07-27 09:14:15 | BNB/USDT | Signal: buy | Price: 797.13 | RSI: 57.70 | Confidence: 0.75
2025-07-27 09:14:18 | INJ/USDT | Signal: buy | Price: 15.24 | RSI: 52.00 | Confidence: 0.75
2025-07-27 09:16:05 | ETH/USDT | Signal: buy | Price: 3778.51 | RSI: 43.97 | Confidence: 0.75
2025-07-27 09:16:31 | BNB/USDT | Signal: buy | Price: 797.47 | RSI: 59.36 | Confidence: 0.75
2025-07-27 09:16:35 | INJ/USDT | Signal: buy | Price: 15.26 | RSI: 54.06 | Confidence: 0.75
2025-07-27 09:18:25 | ETH/USDT | Signal: buy | Price: 3779.67 | RSI: 45.10 | Confidence: 0.75
2025-07-27 09:18:34 | XMR/USDT | Signal: buy | Price: 325.45 | RSI: 53.24 | Confidence: 0.75
2025-07-27 09:18:38 | LTC/USDT | Signal: buy | Price: 114.96 | RSI: 52.83 | Confidence: 0.75
2025-07-27 09:18:55 | ALGO/USDT | Signal: buy | Price: 0.29 | RSI: 69.38 | Confidence: 0.75
2025-07-27 09:19:03 | BNB/USDT | Signal: buy | Price: 797.35 | RSI: 58.76 | Confidence: 0.75
2025-07-27 09:19:06 | INJ/USDT | Signal: buy | Price: 15.29 | RSI: 57.23 | Confidence: 0.75
2025-07-27 09:21:01 | ETH/USDT | Signal: buy | Price: 3781.66 | RSI: 46.97 | Confidence: 0.75
2025-07-27 09:21:05 | XMR/USDT | Signal: buy | Price: 325.69 | RSI: 55.77 | Confidence: 0.75
2025-07-27 09:21:15 | LTC/USDT | Signal: buy | Price: 115.11 | RSI: 56.60 | Confidence: 0.75
2025-07-27 09:21:40 | ALGO/USDT | Signal: buy | Price: 0.29 | RSI: 65.69 | Confidence: 0.75
2025-07-28 17:40:06 | ADA/USDT | Signal: sell | Price: 0.81 | RSI: 34.26 | Confidence: 0.75
2025-07-28 17:42:06 | ADA/USDT | Signal: sell | Price: 0.81 | RSI: 33.57 | Confidence: 0.75
2025-07-28 17:44:09 | ADA/USDT | Signal: sell | Price: 0.81 | RSI: 36.10 | Confidence: 0.75
2025-07-28 17:46:09 | ADA/USDT | Signal: sell | Price: 0.81 | RSI: 33.71 | Confidence: 0.75
2025-07-28 17:46:51 | BTC/USDT | Signal: sell | Price: 118173.80 | RSI: 1.00 | Confidence: 40.58
2025-07-28 17:46:55 | ETH/USDT | Signal: sell | Price: 3790.00 | RSI: 0.67 | Confidence: 30.62
2025-07-28 17:46:58 | XMR/USDT | Signal: buy | Price: 324.78 | RSI: 0.67 | Confidence: 38.80
2025-07-28 17:47:00 | LTC/USDT | Signal: sell | Price: 110.36 | RSI: 0.67 | Confidence: 31.36
2025-07-28 17:47:04 | DOT/USDT | Signal: sell | Price: 4.09 | RSI: 0.67 | Confidence: 31.69
2025-07-28 17:47:10 | ADA/USDT | Signal: sell | Price: 0.81 | RSI: 0.75 | Confidence: 32.49
2025-07-28 17:47:13 | SOL/USDT | Signal: sell | Price: 187.47 | RSI: 0.67 | Confidence: 31.16
2025-07-28 17:47:17 | AVAX/USDT | Signal: sell | Price: 26.39 | RSI: 0.67 | Confidence: 35.09
2025-07-28 17:47:19 | ALGO/USDT | Signal: sell | Price: 0.27 | RSI: 0.67 | Confidence: 34.80
2025-07-28 17:47:22 | TRX/USDT | Signal: buy | Price: 0.32 | RSI: 0.67 | Confidence: 41.48
2025-07-28 17:47:25 | APT/USDT | Signal: sell | Price: 4.74 | RSI: 0.67 | Confidence: 29.70
2025-07-28 17:47:28 | BNB/USDT | Signal: sell | Price: 837.46 | RSI: 0.67 | Confidence: 37.56
2025-07-28 17:47:31 | INJ/USDT | Signal: sell | Price: 15.29 | RSI: 0.67 | Confidence: 27.78
2025-07-28 17:48:19 | BTC/USDT | Signal: sell | Price: 118086.20 | RSI: 0.78 | Confidence: 38.45
2025-07-28 17:48:26 | ETH/USDT | Signal: sell | Price: 3791.78 | RSI: 0.67 | Confidence: 31.10
2025-07-28 17:48:31 | LTC/USDT | Signal: sell | Price: 110.49 | RSI: 0.67 | Confidence: 32.50
2025-07-28 17:48:34 | DOT/USDT | Signal: sell | Price: 4.10 | RSI: 0.67 | Confidence: 33.91
2025-07-28 17:48:37 | ADA/USDT | Signal: sell | Price: 0.81 | RSI: 0.75 | Confidence: 33.60
2025-07-28 17:48:41 | SOL/USDT | Signal: sell | Price: 187.50 | RSI: 0.67 | Confidence: 31.28
2025-07-28 17:48:44 | AVAX/USDT | Signal: sell | Price: 26.41 | RSI: 0.67 | Confidence: 35.74
2025-07-28 17:48:48 | ALGO/USDT | Signal: sell | Price: 0.27 | RSI: 0.67 | Confidence: 35.74
2025-07-28 17:48:50 | TRX/USDT | Signal: buy | Price: 0.32 | RSI: 0.67 | Confidence: 42.23
2025-07-28 17:48:52 | APT/USDT | Signal: sell | Price: 4.74 | RSI: 0.67 | Confidence: 29.76
2025-07-28 17:48:54 | BNB/USDT | Signal: sell | Price: 838.36 | RSI: 0.67 | Confidence: 39.02
2025-07-28 17:48:57 | INJ/USDT | Signal: sell | Price: 15.31 | RSI: 0.67 | Confidence: 28.37
2025-07-28 17:50:39 | BTC/USDT | Signal: buy | Price: 118082.50 | RSI: 0.56 | Confidence: 38.26
2025-07-28 17:50:42 | ETH/USDT | Signal: sell | Price: 3788.83 | RSI: 0.67 | Confidence: 30.25
2025-07-28 17:50:46 | LTC/USDT | Signal: sell | Price: 110.48 | RSI: 0.67 | Confidence: 32.36
2025-07-28 17:50:49 | DOT/USDT | Signal: sell | Price: 4.09 | RSI: 0.67 | Confidence: 32.23
2025-07-28 17:50:51 | ADA/USDT | Signal: sell | Price: 0.80 | RSI: 0.75 | Confidence: 31.42
2025-07-28 17:50:54 | SOL/USDT | Signal: sell | Price: 187.30 | RSI: 0.67 | Confidence: 30.26
2025-07-28 17:50:56 | AVAX/USDT | Signal: sell | Price: 26.34 | RSI: 0.67 | Confidence: 33.80
2025-07-28 17:53:13 | BTC/USDT | Signal: buy | Price: 118104.10 | RSI: 0.56 | Confidence: 38.80
2025-07-28 17:53:16 | ETH/USDT | Signal: sell | Price: 3787.44 | RSI: 0.67 | Confidence: 29.87
2025-07-28 17:53:22 | LTC/USDT | Signal: sell | Price: 110.40 | RSI: 0.67 | Confidence: 31.60
2025-07-28 17:53:26 | DOT/USDT | Signal: sell | Price: 4.10 | RSI: 0.67 | Confidence: 32.97
2025-07-28 17:53:29 | ADA/USDT | Signal: sell | Price: 0.81 | RSI: 0.75 | Confidence: 32.97
2025-07-28 17:53:32 | SOL/USDT | Signal: sell | Price: 187.77 | RSI: 0.67 | Confidence: 33.68
2025-07-28 17:53:34 | AVAX/USDT | Signal: sell | Price: 26.39 | RSI: 0.67 | Confidence: 35.12
2025-07-28 17:53:37 | ALGO/USDT | Signal: sell | Price: 0.27 | RSI: 0.67 | Confidence: 35.08
2025-07-28 17:53:41 | TRX/USDT | Signal: buy | Price: 0.32 | RSI: 0.67 | Confidence: 42.91
2025-07-28 17:53:44 | APT/USDT | Signal: sell | Price: 4.74 | RSI: 0.67 | Confidence: 29.29
2025-07-28 17:53:46 | BNB/USDT | Signal: sell | Price: 836.82 | RSI: 0.67 | Confidence: 36.50
2025-07-28 17:53:49 | INJ/USDT | Signal: sell | Price: 15.25 | RSI: 0.67 | Confidence: 26.19
2025-07-28 18:09:31 | BTC/USDT | Signal: sell | Price: 118025.10 | RSI: 37.73 | Confidence: 0.78
2025-07-28 18:09:37 | LTC/USDT | Signal: sell | Price: 110.25 | RSI: 31.29 | Confidence: 0.82
2025-07-28 18:09:41 | ADA/USDT | Signal: sell | Price: 0.81 | RSI: 34.10 | Confidence: 0.75
2025-07-28 18:09:45 | AVAX/USDT | Signal: sell | Price: 26.34 | RSI: 35.03 | Confidence: 0.78
2025-07-28 18:09:48 | ALGO/USDT | Signal: sell | Price: 0.27 | RSI: 36.20 | Confidence: 0.78
2025-07-28 18:09:52 | APT/USDT | Signal: sell | Price: 4.74 | RSI: 31.55 | Confidence: 0.75
2025-07-28 18:09:55 | BNB/USDT | Signal: sell | Price: 835.00 | RSI: 37.05 | Confidence: 0.78
2025-07-28 18:09:57 | INJ/USDT | Signal: sell | Price: 15.17 | RSI: 24.33 | Confidence: 0.78
2025-07-28 18:21:12 | BTC/USDT | Signal: sell | Price: 118195.10 | RSI: 45.17 | Confidence: 1.00
2025-07-28 18:21:16 | ETH/USDT | Signal: sell | Price: 3814.97 | RSI: 48.22 | Confidence: 1.00
2025-07-28 18:21:18 | XMR/USDT | Signal: sell | Price: 326.90 | RSI: 55.38 | Confidence: 0.71
2025-07-28 18:21:22 | DOT/USDT | Signal: sell | Price: 4.10 | RSI: 40.84 | Confidence: 1.00
2025-07-28 18:21:24 | ADA/USDT | Signal: sell | Price: 0.81 | RSI: 42.70 | Confidence: 1.00
2025-07-28 18:21:27 | SOL/USDT | Signal: sell | Price: 188.26 | RSI: 41.77 | Confidence: 1.00
2025-07-28 18:21:30 | ALGO/USDT | Signal: sell | Price: 0.27 | RSI: 41.57 | Confidence: 1.00
2025-07-28 18:21:34 | APT/USDT | Signal: sell | Price: 4.77 | RSI: 43.36 | Confidence: 1.00
2025-07-28 18:21:37 | INJ/USDT | Signal: sell | Price: 15.27 | RSI: 34.88 | Confidence: 0.78
2025-07-28 18:23:20 | BTC/USDT | Signal: sell | Price: 118298.50 | RSI: 49.07 | Confidence: 1.00
2025-07-28 18:23:24 | ETH/USDT | Signal: sell | Price: 3819.27 | RSI: 50.32 | Confidence: 1.00
2025-07-28 18:23:26 | XMR/USDT | Signal: sell | Price: 326.77 | RSI: 54.51 | Confidence: 0.71
2025-07-28 18:23:30 | DOT/USDT | Signal: sell | Price: 4.11 | RSI: 44.29 | Confidence: 1.00
2025-07-28 18:23:38 | ADA/USDT | Signal: sell | Price: 0.81 | RSI: 46.12 | Confidence: 1.00
2025-07-28 18:23:41 | SOL/USDT | Signal: sell | Price: 188.84 | RSI: 47.87 | Confidence: 1.00
2025-07-28 18:23:44 | ALGO/USDT | Signal: sell | Price: 0.27 | RSI: 44.65 | Confidence: 1.00
2025-07-28 18:23:48 | APT/USDT | Signal: sell | Price: 4.78 | RSI: 44.78 | Confidence: 1.00
2025-07-28 18:23:53 | INJ/USDT | Signal: sell | Price: 15.31 | RSI: 39.15 | Confidence: 0.78
2025-07-28 18:25:37 | BTC/USDT | Signal: sell | Price: 118335.40 | RSI: 50.49 | Confidence: 1.00
2025-07-28 18:25:39 | ETH/USDT | Signal: sell | Price: 3814.81 | RSI: 48.12 | Confidence: 1.00
2025-07-28 18:25:42 | XMR/USDT | Signal: buy | Price: 326.46 | RSI: 52.24 | Confidence: 0.71
2025-07-28 18:25:46 | DOT/USDT | Signal: sell | Price: 4.11 | RSI: 41.68 | Confidence: 1.00
2025-07-28 18:25:48 | ADA/USDT | Signal: sell | Price: 0.81 | RSI: 42.87 | Confidence: 1.00
2025-07-28 18:25:51 | SOL/USDT | Signal: sell | Price: 188.34 | RSI: 43.35 | Confidence: 1.00
2025-07-28 18:25:54 | ALGO/USDT | Signal: sell | Price: 0.27 | RSI: 42.25 | Confidence: 1.00
2025-07-28 18:25:58 | APT/USDT | Signal: sell | Price: 4.76 | RSI: 40.92 | Confidence: 1.00
2025-07-28 18:27:43 | BTC/USDT | Signal: sell | Price: 118279.80 | RSI: 48.35 | Confidence: 1.00
2025-07-28 18:27:46 | ETH/USDT | Signal: sell | Price: 3809.47 | RSI: 45.57 | Confidence: 1.00
2025-07-28 18:27:49 | XMR/USDT | Signal: buy | Price: 325.97 | RSI: 48.40 | Confidence: 0.71
2025-07-28 18:27:54 | ADA/USDT | Signal: sell | Price: 0.81 | RSI: 42.87 | Confidence: 1.00
2025-07-28 18:27:57 | SOL/USDT | Signal: sell | Price: 188.38 | RSI: 43.66 | Confidence: 1.00
2025-07-28 18:28:00 | ALGO/USDT | Signal: sell | Price: 0.27 | RSI: 40.93 | Confidence: 1.00
2025-07-28 18:28:04 | APT/USDT | Signal: sell | Price: 4.76 | RSI: 41.36 | Confidence: 1.00
2025-07-28 18:29:50 | BTC/USDT | Signal: sell | Price: 118400.00 | RSI: 52.83 | Confidence: 1.00
